time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,ang_acc_x,ang_acc_y,ang_acc_z,q_w,q_x,q_y,q_z,cmd_thrust,cmd_roll_rate,cmd_pitch_rate,cmd_yaw_rate,x_ref,y_ref,z_ref,yaw_ref
286.102967,-1.484260,-0.106834,-3.012372,-0.029340,0.280182,0.004461,-0.037508,-0.004362,-9.800179,-0.011880,0.004896,-0.001800,-0.011826,0.005119,-0.002867,0.702587,-0.004650,0.005840,0.711559,-0.728198,-0.012593,0.007159,-0.001783,-0.064469,-1.500000,-3.000000,0.000000
286.122997,-1.485388,-0.100952,-3.012347,-0.029645,0.274851,0.004545,-0.033986,0.002703,-9.795721,-0.012172,0.003501,-0.002111,-0.011863,0.003664,-0.002296,0.702607,-0.004783,0.005777,0.711538,-0.728215,-0.012554,0.007821,-0.001789,-0.061489,-1.500000,-3.000000,0.000000
286.142966,-1.486144,-0.097076,-3.012327,-0.029896,0.271391,0.004574,-0.035706,-0.001704,-9.803139,-0.012972,0.003652,-0.001927,-0.012864,0.004134,-0.002215,0.702618,-0.004870,0.005729,0.711527,-0.728231,-0.012628,0.007580,-0.001796,-0.058592,-1.500000,-3.000000,0.000000
286.162977,-1.487324,-0.091346,-3.012291,-0.030227,0.266288,0.004553,-0.030044,-0.007383,-9.796885,-0.013017,0.005876,-0.000412,-0.012924,0.005564,-0.000912,0.702630,-0.005028,0.005671,0.711515,-0.728232,-0.012594,0.006094,-0.001812,-0.055776,-1.500000,-3.000000,0.000000
286.182994,-1.488098,-0.087566,-3.012262,-0.030325,0.262850,0.004544,-0.034321,-0.003134,-9.804814,-0.012199,0.005226,-0.001502,-0.011965,0.006201,-0.000767,0.702640,-0.005125,0.005634,0.711505,-0.728262,-0.012508,0.007955,-0.001813,-0.053041,-1.500000,-3.000000,0.000000
286.202968,-1.488904,-0.083808,-3.012232,-0.030425,0.259422,0.004592,-0.035035,-0.009834,-9.804295,-0.011605,0.006008,-0.001367,-0.011823,0.005046,-0.001657,0.702646,-0.005225,0.005606,0.711498,-0.728267,-0.012490,0.007641,-0.001826,-0.050386,-1.500000,-3.000000,0.000000
286.222993,-1.490105,-0.078249,-3.012198,-0.030522,0.254358,0.004549,-0.029108,-0.003478,-9.796896,-0.012268,0.006156,-0.001472,-0.012019,0.006845,-0.002121,0.702658,-0.005374,0.005558,0.711486,-0.728292,-0.012402,0.008377,-0.001837,-0.047812,-1.500000,-3.000000,0.000000
286.242993,-1.490911,-0.074603,-3.012190,-0.030547,0.250945,0.004522,-0.029419,-0.007816,-9.803552,-0.011257,0.005324,-0.002028,-0.011724,0.005587,-0.001053,0.702669,-0.005473,0.005529,0.711474,-0.728299,-0.012403,0.008098,-0.001847,-0.045317,-1.500000,-3.000000,0.000000
286.262972,-1.492138,-0.069225,-3.012141,-0.030569,0.245621,0.004419,-0.031133,-0.008994,-9.794233,-0.011275,0.004934,-0.001797,-0.012733,0.005130,-0.001600,0.702684,-0.005612,0.005484,0.711459,-0.728306,-0.012431,0.007781,-0.001862,-0.042902,-1.500000,-3.000000,0.000000
286.282967,-1.492953,-0.065694,-3.012100,-0.030525,0.242209,0.004450,-0.034484,0.000014,-9.801725,-0.012557,0.006047,-0.002187,-0.012486,0.006529,-0.002265,0.702696,-0.005714,0.005449,0.711446,-0.728324,-0.012372,0.007628,-0.001871,-0.040565,-1.500000,-3.000000,0.000000
286.302967,-1.494210,-0.060467,-3.012027,-0.030432,0.237092,0.004449,-0.021546,-0.001183,-9.805176,-0.011859,0.007074,-0.001736,-0.010934,0.006548,-0.002826,0.702711,-0.005870,0.005410,0.711431,-0.728353,-0.012229,0.008211,-0.001880,-0.038306,-1.500000,-3.000000,0.000000
286.322983,-1.495487,-0.055315,-3.011902,-0.030364,0.232019,0.004354,-0.026728,-0.001264,-9.805845,-0.010691,0.006397,-0.001680,-0.010556,0.006673,-0.002460,0.702727,-0.006009,0.005375,0.711413,-0.728385,-0.012239,0.009698,-0.001882,-0.036124,-1.500000,-3.000000,0.000000
286.342971,-1.496338,-0.051926,-3.011800,-0.030247,0.228617,0.004395,-0.023740,-0.002764,-9.799253,-0.012523,0.006080,-0.001492,-0.012594,0.006719,-0.003229,0.702741,-0.006108,0.005342,0.711400,-0.728409,-0.012301,0.008854,-0.001895,-0.034019,-1.500000,-3.000000,0.000000
286.362984,-1.497645,-0.046900,-3.011566,-0.029983,0.223621,0.004458,-0.023555,-0.003926,-9.807001,-0.013544,0.009579,-0.001739,-0.013523,0.009923,-0.002302,0.702759,-0.006279,0.005306,0.711380,-0.728452,-0.012160,0.009551,-0.001897,-0.031990,-1.500000,-3.000000,0.000000
286.382971,-1.498504,-0.043592,-3.011389,-0.029783,0.220316,0.004543,-0.019493,-0.010208,-9.800177,-0.012046,0.007530,-0.000855,-0.013163,0.005499,-0.001492,0.702766,-0.006392,0.005284,0.711372,-0.728512,-0.011854,0.009255,-0.001913,-0.030035,-1.500000,-3.000000,0.000000
286.402972,-1.499774,-0.038697,-3.011119,-0.029370,0.215193,0.004532,-0.024430,-0.005655,-9.808796,-0.013743,0.006171,-0.001360,-0.013744,0.006397,-0.001577,0.702782,-0.006553,0.005226,0.711356,-0.728575,-0.011643,0.009972,-0.001919,-0.028156,-1.500000,-3.000000,0.000000
286.422969,-1.500599,-0.035468,-3.010921,-0.029102,0.211840,0.004481,-0.030433,-0.011368,-9.804569,-0.012138,0.007508,-0.000240,-0.012547,0.007095,-0.001423,0.702788,-0.006662,0.005198,0.711349,-0.728639,-0.011137,0.010564,-0.001928,-0.026349,-1.500000,-3.000000,0.000000
286.442968,-1.501794,-0.030705,-3.010638,-0.028369,0.206802,0.004434,-0.028723,-0.005169,-9.812130,-0.012311,0.007279,-0.001190,-0.012224,0.007164,-0.001775,0.702803,-0.006826,0.005151,0.711333,-0.728684,-0.010810,0.009973,-0.001944,-0.024616,-1.500000,-3.000000,0.000000
286.462971,-1.502550,-0.027565,-3.010420,-0.027878,0.203350,0.004324,-0.029062,0.001300,-9.817620,-0.012680,0.006387,-0.000687,-0.012124,0.006836,-0.002894,0.702810,-0.006932,0.005117,0.711326,-0.728754,-0.010044,0.011148,-0.001950,-0.022954,-1.500000,-3.000000,0.000000
286.482970,-1.503646,-0.022923,-3.010081,-0.027060,0.198224,0.004136,-0.031919,-0.004262,-9.808242,-0.012097,0.007975,-0.001481,-0.012031,0.008294,-0.001708,0.702829,-0.007098,0.005079,0.711305,-0.728821,-0.009192,0.011621,-0.001959,-0.021363,-1.500000,-3.000000,0.000000
286.502971,-1.504351,-0.019865,-3.009833,-0.026415,0.194852,0.004082,-0.025782,-0.001600,-9.809762,-0.012213,0.008047,-0.002321,-0.011675,0.007687,-0.002233,0.702842,-0.007211,0.005058,0.711292,-0.728878,-0.008604,0.011559,-0.001968,-0.019841,-1.500000,-3.000000,0.000000
286.522973,-1.505393,-0.015343,-3.009437,-0.025402,0.189845,0.003890,-0.024801,-0.005205,-9.820799,-0.011054,0.007756,-0.002022,-0.010739,0.007700,-0.002319,0.702859,-0.007368,0.005025,0.711273,-0.728929,-0.007961,0.011587,-0.001974,-0.018389,-1.500000,-3.000000,0.000000
286.542999,-1.506067,-0.012381,-3.009173,-0.024722,0.186424,0.003814,-0.029326,-0.004120,-9.818148,-0.009468,0.009049,-0.002272,-0.010244,0.009193,-0.001683,0.702872,-0.007469,0.005015,0.711259,-0.729016,-0.007042,0.011731,-0.001985,-0.017004,-1.500000,-3.000000,0.000000
286.563043,-1.507080,-0.008021,-3.008715,-0.023755,0.181387,0.003706,-0.019277,-0.001751,-9.814213,-0.009349,0.008383,-0.002067,-0.009464,0.008291,-0.002176,0.702891,-0.007619,0.005004,0.711240,-0.729079,-0.006520,0.012050,-0.001988,-0.015686,-1.500000,-3.000000,0.000000
286.582971,-1.507743,-0.005170,-3.008396,-0.023000,0.178076,0.003518,-0.017814,-0.008219,-9.815984,-0.007438,0.009167,-0.001848,-0.006813,0.008024,-0.002351,0.702902,-0.007715,0.005007,0.711227,-0.729177,-0.005775,0.012426,-0.001992,-0.014434,-1.500000,-3.000000,0.000000
286.602972,-1.508716,-0.000976,-3.007900,-0.021865,0.173025,0.003304,-0.022717,0.002892,-9.821435,-0.007351,0.010457,-0.001937,-0.007255,0.010414,-0.002420,0.702923,-0.007852,0.005019,0.711205,-0.729244,-0.005424,0.012144,-0.001999,-0.013246,-1.500000,-3.000000,0.000000
286.622972,-1.509367,0.001761,-3.007540,-0.021149,0.169656,0.003217,-0.019263,-0.006456,-9.816246,-0.007087,0.009538,-0.001657,-0.006871,0.010520,-0.002225,0.702936,-0.007947,0.005028,0.711191,-0.729347,-0.004788,0.012497,-0.001997,-0.012121,-1.500000,-3.000000,0.000000
286.642974,-1.510320,0.005778,-3.007042,-0.019989,0.164624,0.003116,-0.023037,-0.006211,-9.810763,-0.006264,0.010984,-0.002190,-0.006201,0.011126,-0.002127,0.702962,-0.008096,0.005061,0.711163,-0.729421,-0.004390,0.012099,-0.002002,-0.011058,-1.500000,-3.000000,0.000000
286.662972,-1.510959,0.008397,-3.006725,-0.019154,0.161167,0.002971,-0.024041,0.005460,-9.811453,-0.005409,0.010251,-0.001986,-0.004767,0.009617,-0.001767,0.702977,-0.008187,0.005085,0.711147,-0.729527,-0.003853,0.011941,-0.001999,-0.010055,-1.500000,-3.000000,0.000000
286.682988,-1.511608,0.010963,-3.006422,-0.018376,0.157728,0.002854,-0.012950,-0.004863,-9.826332,-0.003535,0.010933,-0.002375,-0.003701,0.012087,-0.002499,0.702991,-0.008267,0.005117,0.711132,-0.729597,-0.003619,0.011879,-0.001998,-0.009112,-1.500000,-3.000000,0.000000
286.702997,-1.512581,0.014713,-3.005984,-0.017256,0.152507,0.002495,-0.022704,0.001708,-9.831972,-0.004281,0.010941,-0.002301,-0.004146,0.011009,-0.002916,0.703017,-0.008393,0.005177,0.711105,-0.729681,-0.003503,0.011441,-0.001994,-0.008227,-1.500000,-3.000000,0.000000
286.722973,-1.513506,0.018326,-3.005559,-0.016056,0.147253,0.002025,-0.021543,0.002596,-9.827605,-0.003754,0.008972,-0.002011,-0.003829,0.008752,-0.002203,0.703039,-0.008504,0.005226,0.711081,-0.729724,-0.003387,0.010933,-0.001993,-0.007398,-1.500000,-3.000000,0.000000
286.743002,-1.514091,0.020665,-3.005296,-0.015306,0.143774,0.001707,-0.022383,-0.003684,-9.829945,-0.003456,0.010032,-0.002134,-0.003793,0.009753,-0.002146,0.703054,-0.008575,0.005256,0.711065,-0.729792,-0.003181,0.010657,-0.001988,-0.006625,-1.500000,-3.000000,0.000000
286.763014,-1.514906,0.024073,-3.004955,-0.013993,0.138333,0.001192,-0.021255,-0.002694,-9.828500,-0.002328,0.009374,-0.001885,-0.001914,0.009511,-0.002051,0.703077,-0.008680,0.005308,0.711041,-0.729826,-0.002986,0.010171,-0.001985,-0.005904,-1.500000,-3.000000,0.000000
286.782973,-1.515417,0.026270,-3.004752,-0.013178,0.134766,0.000767,-0.017482,-0.004998,-9.832505,-0.004307,0.007078,-0.001302,-0.004571,0.007690,-0.002340,0.703090,-0.008743,0.005328,0.711028,-0.729864,-0.002627,0.009501,-0.001980,-0.005236,-1.500000,-3.000000,0.000000
286.802998,-1.515904,0.028405,-3.004563,-0.012287,0.131198,0.000246,-0.032323,-0.000404,-9.834101,-0.002462,0.007546,-0.001149,-0.002835,0.007419,-0.001205,0.703102,-0.008805,0.005350,0.711015,-0.729877,-0.002236,0.009127,-0.001978,-0.004618,-1.500000,-3.000000,0.000000
286.822976,-1.516589,0.031472,-3.004312,-0.010868,0.125705,-0.000385,-0.016212,-0.006025,-9.837776,-0.001929,0.006766,-0.001626,-0.002543,0.006254,-0.003515,0.703122,-0.008882,0.005384,0.710994,-0.729889,-0.001801,0.008456,-0.001973,-0.004049,-1.500000,-3.000000,0.000000
286.843000,-1.517200,0.034370,-3.004103,-0.009422,0.120115,-0.001064,-0.020650,-0.001280,-9.830029,-0.000831,0.005354,-0.002100,-0.000828,0.005405,-0.002010,0.703150,-0.008944,0.005420,0.710965,-0.729892,-0.001434,0.007991,-0.001968,-0.003527,-1.500000,-3.000000,0.000000
286.862981,-1.517555,0.036192,-3.003981,-0.008433,0.116449,-0.001550,-0.013163,-0.004110,-9.838046,-0.000176,0.004913,-0.002532,-0.001304,0.005145,-0.001417,0.703164,-0.008974,0.005440,0.710950,-0.729897,-0.000951,0.007171,-0.001960,-0.003051,-1.500000,-3.000000,0.000000
286.882975,-1.518013,0.038755,-3.003872,-0.006943,0.110897,-0.002246,-0.007245,0.004667,-9.837141,-0.000850,0.006018,-0.002290,-0.001310,0.006464,-0.003183,0.703186,-0.009033,0.005479,0.710927,-0.729884,-0.000326,0.006127,-0.001952,-0.002618,-1.500000,-3.000000,0.000000
286.903001,-1.518278,0.040376,-3.003830,-0.005967,0.107157,-0.002644,-0.017113,-0.002504,-9.835829,0.000130,0.004304,-0.002987,-0.000749,0.003771,-0.003446,0.703206,-0.009063,0.005507,0.710907,-0.729869,0.000050,0.005285,-0.001944,-0.002226,-1.500000,-3.000000,0.000000
286.923091,-1.518611,0.042604,-3.003796,-0.004447,0.101385,-0.003340,-0.013070,-0.002277,-9.830637,0.000333,0.003297,-0.002614,0.000843,0.003318,-0.002491,0.703231,-0.009096,0.005531,0.710882,-0.729846,0.000508,0.004463,-0.001935,-0.001875,-1.500000,-3.000000,0.000000
286.943003,-1.518804,0.043989,-3.003772,-0.003389,0.097561,-0.003849,-0.007740,-0.006258,-9.839606,0.000858,0.002424,-0.000720,0.001131,0.003878,-0.001758,0.703241,-0.009108,0.005551,0.710872,-0.729806,0.001207,0.003189,-0.001926,-0.001562,-1.500000,-3.000000,0.000000
286.962997,-1.519048,0.045919,-3.003737,-0.001900,0.091839,-0.004549,-0.011089,0.000904,-9.832111,0.002446,0.002078,-0.002327,0.002357,0.002319,-0.002516,0.703267,-0.009117,0.005595,0.710845,-0.729768,0.001791,0.001481,-0.001916,-0.001285,-1.500000,-3.000000,0.000000
286.982975,-1.519186,0.047116,-3.003720,-0.000893,0.087930,-0.005083,-0.011154,0.001974,-9.827782,0.002447,0.000370,-0.002063,0.002127,-0.000337,-0.002230,0.703285,-0.009108,0.005612,0.710828,-0.729739,0.002081,0.000587,-0.001906,-0.001042,-1.500000,-3.000000,0.000000
287.002975,-1.519355,0.048779,-3.003725,0.000603,0.082168,-0.005578,-0.011193,-0.001523,-9.821339,0.002847,-0.000846,-0.001999,0.003235,-0.001336,-0.002385,0.703307,-0.009087,0.005632,0.710806,-0.729717,0.002431,-0.000520,-0.001898,-0.000831,-1.500000,-3.000000,0.000000
287.023003,-1.519476,0.049761,-3.003727,0.001534,0.078207,-0.005986,-0.015505,-0.009550,-9.820516,0.004278,-0.001696,-0.001996,0.004305,-0.000224,-0.003375,0.703322,-0.009058,0.005646,0.710791,-0.729682,0.002882,-0.002122,-0.001888,-0.000650,-1.500000,-3.000000,0.000000
287.043001,-1.519625,0.051111,-3.003743,0.003020,0.072331,-0.006484,-0.014357,-0.003079,-9.835462,0.003638,-0.002304,-0.001925,0.003294,-0.002853,-0.002640,0.703350,-0.009015,0.005670,0.710764,-0.729649,0.003163,-0.003827,-0.001872,-0.000497,-1.500000,-3.000000,0.000000
287.062981,-1.519714,0.051908,-3.003757,0.003960,0.068405,-0.006906,-0.011809,-0.006734,-9.826998,0.004753,-0.003596,-0.001895,0.004865,-0.004174,-0.002102,0.703368,-0.008975,0.005677,0.710747,-0.729614,0.003409,-0.005126,-0.001863,-0.000370,-1.500000,-3.000000,0.000000
287.082982,-1.519809,0.052954,-3.003784,0.005268,0.062529,-0.007454,-0.007494,0.009194,-9.820477,0.004858,-0.004441,-0.001543,0.004698,-0.004447,-0.001762,0.703390,-0.008903,0.005679,0.710726,-0.729570,0.003685,-0.006945,-0.001851,-0.000266,-1.500000,-3.000000,0.000000
287.102979,-1.519847,0.053574,-3.003812,0.006190,0.058610,-0.007838,-0.009185,-0.003279,-9.840085,0.005383,-0.006093,-0.002448,0.005442,-0.006763,-0.002283,0.703405,-0.008847,0.005679,0.710712,-0.729540,0.003810,-0.008169,-0.001844,-0.000184,-1.500000,-3.000000,0.000000
287.123003,-1.519865,0.054352,-3.003849,0.007614,0.052795,-0.008574,-0.007448,-0.003298,-9.826908,0.004669,-0.008050,-0.001990,0.005027,-0.008261,-0.002381,0.703429,-0.008754,0.005659,0.710689,-0.729501,0.004002,-0.009271,-0.001833,-0.000120,-1.500000,-3.000000,0.000000
287.143003,-1.519866,0.054790,-3.003880,0.008521,0.049058,-0.008993,-0.006756,-0.005324,-9.820889,0.003651,-0.009311,-0.002287,0.003897,-0.008786,-0.002791,0.703445,-0.008684,0.005634,0.710674,-0.729445,0.004441,-0.011093,-0.001821,-0.000073,-1.500000,-3.000000,0.000000
287.162993,-1.519860,0.055158,-3.003914,0.009421,0.045292,-0.009223,0.000553,-0.000659,-9.817921,0.005024,-0.009888,-0.001694,0.005090,-0.009965,-0.002488,0.703463,-0.008608,0.005608,0.710657,-0.729414,0.004734,-0.012106,-0.001810,-0.000040,-1.500000,-3.000000,0.000000
287.182979,-1.519857,0.055577,-3.003964,0.010713,0.039606,-0.009659,0.003543,-0.001419,-9.824114,0.005040,-0.010422,-0.002408,0.004680,-0.011118,-0.001386,0.703491,-0.008484,0.005575,0.710632,-0.729373,0.004956,-0.013937,-0.001796,-0.000019,-1.500000,-3.000000,0.000000
287.203002,-1.519842,0.055786,-3.003994,0.011433,0.035952,-0.009998,-0.008836,-0.004128,-9.834089,0.005498,-0.013348,-0.002514,0.006343,-0.015358,-0.001884,0.703508,-0.008387,0.005539,0.710616,-0.729345,0.005085,-0.015143,-0.001787,-0.000007,-1.500000,-3.000000,0.000000
287.223010,-1.519830,0.055941,-3.004024,0.012567,0.030293,-0.010514,-0.012668,0.001305,-9.821411,0.006986,-0.014495,-0.002174,0.006341,-0.014989,-0.001188,0.703533,-0.008213,0.005475,0.710594,-0.729292,0.005073,-0.016663,-0.001773,-0.000002,-1.500000,-3.000000,0.000000
287.243007,-1.519785,0.055995,-3.004103,0.013580,0.024715,-0.010803,-0.009325,-0.000508,-9.819831,0.006695,-0.015785,-0.002001,0.006772,-0.015473,-0.002629,0.703558,-0.008031,0.005400,0.710572,-0.729253,0.005031,-0.018283,-0.001760,-0.000000,-1.500000,-3.000000,0.000000
287.262996,-1.519751,0.055966,-3.004163,0.014250,0.021100,-0.011056,-0.000966,0.004253,-9.817297,0.006689,-0.017122,-0.001322,0.006733,-0.017008,-0.002436,0.703575,-0.007899,0.005352,0.710557,-0.729223,0.004898,-0.019377,-0.001750,0.000000,-1.500000,-3.000000,0.000000
287.283006,-1.519696,0.055826,-3.004241,0.015198,0.015846,-0.011323,-0.005727,0.001376,-9.814719,0.007626,-0.019694,-0.001457,0.007754,-0.019970,-0.002206,0.703599,-0.007686,0.005257,0.710536,-0.729192,0.004780,-0.020295,-0.001742,0.000000,-1.500000,-3.000000,0.000000
287.302978,-1.519644,0.055678,-3.004279,0.015869,0.012378,-0.011522,-0.003585,0.002045,-9.820364,0.007213,-0.020838,-0.001559,0.006560,-0.021458,-0.001404,0.703616,-0.007532,0.005186,0.710521,-0.729153,0.004590,-0.021487,-0.001731,0.000000,-1.500000,-3.000000,0.000000
287.322979,-1.519568,0.055351,-3.004299,0.016733,0.007338,-0.011957,-0.000974,-0.000048,-9.822714,0.007261,-0.020801,-0.001861,0.007170,-0.020746,-0.002004,0.703644,-0.007303,0.005083,0.710497,-0.729130,0.004449,-0.022208,-0.001722,0.000000,-1.500000,-3.000000,0.000000
287.343004,-1.519498,0.055073,-3.004302,0.017197,0.004124,-0.012134,-0.008646,0.005401,-9.822800,0.006793,-0.022352,-0.001352,0.006983,-0.022039,-0.003663,0.703665,-0.007144,0.005002,0.710479,-0.729088,0.004192,-0.023323,-0.001706,0.000000,-1.500000,-3.000000,0.000000
287.362940,-1.519414,0.054742,-3.004286,0.017664,0.000814,-0.012397,-0.011998,0.000865,-9.822216,0.006553,-0.023799,-0.001414,0.007087,-0.023974,-0.001661,0.703686,-0.006977,0.004913,0.710460,-0.729071,0.003962,-0.023956,-0.001695,0.000000,-1.500000,-3.000000,0.000000
287.382985,-1.519296,0.054160,-3.004236,0.018409,-0.003963,-0.012737,0.000620,0.005230,-9.816332,0.006768,-0.025335,-0.001844,0.006782,-0.025468,-0.001078,0.703715,-0.006711,0.004772,0.710435,-0.729043,0.003675,-0.024751,-0.001682,0.000000,-1.500000,-3.000000,0.000000
287.403006,-1.519208,0.053724,-3.004207,0.018879,-0.007118,-0.012984,0.010145,0.007656,-9.819491,0.005734,-0.025355,-0.001626,0.006519,-0.025444,-0.001882,0.703731,-0.006534,0.004669,0.710421,-0.729031,0.003469,-0.025166,-0.001673,0.000000,-1.500000,-3.000000,0.000000
287.422979,-1.519084,0.053030,-3.004128,0.019480,-0.011518,-0.013211,0.000942,-0.004860,-9.816480,0.004851,-0.027833,-0.001882,0.005278,-0.029665,-0.001850,0.703762,-0.006265,0.004500,0.710395,-0.729013,0.003252,-0.025684,-0.001658,0.000000,-1.500000,-3.000000,0.000000
287.443005,-1.518927,0.052272,-3.004058,0.020075,-0.015747,-0.013448,0.003117,0.006612,-9.812895,0.005207,-0.028265,-0.001304,0.004865,-0.028536,-0.001865,0.703788,-0.005968,0.004307,0.710372,-0.729000,0.003125,-0.025690,-0.001644,0.000000,-1.500000,-3.000000,0.000000
287.463001,-1.518803,0.051731,-3.004018,0.020424,-0.018450,-0.013598,0.000997,0.000821,-9.814951,0.005185,-0.028509,-0.001001,0.004915,-0.029937,-0.001842,0.703803,-0.005778,0.004181,0.710360,-0.728995,0.002989,-0.025713,-0.001636,0.000000,-1.500000,-3.000000,0.000000
287.482981,-1.518582,0.050893,-3.003961,0.021087,-0.022343,-0.013794,-0.007391,-0.003879,-9.816189,0.005027,-0.030273,-0.001227,0.005078,-0.030233,-0.000556,0.703830,-0.005477,0.003982,0.710336,-0.728989,0.002931,-0.025595,-0.001628,0.000000,-1.500000,-3.000000,0.000000
287.502982,-1.518414,0.050298,-3.003946,0.021433,-0.024904,-0.014019,-0.001726,0.000160,-9.818661,0.004581,-0.029297,-0.000222,0.004498,-0.028839,-0.001894,0.703840,-0.005280,0.003844,0.710328,-0.728968,0.002851,-0.025288,-0.001616,0.000000,-1.500000,-3.000000,0.000000
287.522983,-1.518230,0.049692,-3.003903,0.021818,-0.027334,-0.014148,0.003335,0.001404,-9.808234,0.004119,-0.028866,-0.000588,0.004589,-0.030477,-0.002000,0.703854,-0.005094,0.003710,0.710316,-0.728955,0.002931,-0.025147,-0.001610,0.000000,-1.500000,-3.000000,0.000000
287.543014,-1.517929,0.048737,-3.003852,0.022385,-0.030662,-0.014308,0.002280,-0.004950,-9.814604,0.004312,-0.029811,-0.001444,0.004320,-0.029846,-0.001198,0.703881,-0.004800,0.003499,0.710294,-0.728946,0.003048,-0.024700,-0.001598,0.000000,-1.500000,-3.000000,0.000000
287.563018,-1.517601,0.047731,-3.003806,0.022986,-0.033862,-0.014625,-0.003097,-0.002104,-9.817602,0.004247,-0.028007,-0.001861,0.004065,-0.027841,-0.002912,0.703902,-0.004516,0.003293,0.710275,-0.728936,0.003195,-0.024307,-0.001591,0.000000,-1.500000,-3.000000,0.000000
287.582982,-1.517354,0.047049,-3.003779,0.023404,-0.035811,-0.014756,0.000797,0.004757,-9.813208,0.003925,-0.028828,-0.001502,0.003736,-0.029069,-0.002377,0.703914,-0.004333,0.003157,0.710265,-0.728916,0.003464,-0.023877,-0.001581,0.000000,-1.500000,-3.000000,0.000000
287.602982,-1.517094,0.046343,-3.003772,0.023793,-0.037820,-0.014905,-0.000463,0.003770,-9.814723,0.004870,-0.028876,-0.001512,0.003554,-0.028201,-0.001530,0.703932,-0.004143,0.003019,0.710248,-0.728904,0.003672,-0.023477,-0.001571,0.000000,-1.500000,-3.000000,0.000000
287.622984,-1.516678,0.045260,-3.003809,0.024292,-0.040644,-0.015111,0.000577,0.003834,-9.820538,0.004232,-0.026776,-0.001693,0.004417,-0.026701,-0.002829,0.703953,-0.003873,0.002823,0.710230,-0.728876,0.003956,-0.023030,-0.001561,0.000000,-1.500000,-3.000000,0.000000
287.642981,-1.516401,0.044525,-3.003850,0.024673,-0.042408,-0.015313,-0.005135,-0.003300,-9.818174,0.004702,-0.027692,-0.002365,0.005512,-0.028613,-0.001844,0.703972,-0.003690,0.002694,0.710213,-0.728847,0.004164,-0.022750,-0.001552,0.000000,-1.500000,-3.000000,0.000000
287.662984,-1.515984,0.043401,-3.003953,0.025163,-0.044947,-0.015649,0.001797,0.007526,-9.822773,0.005631,-0.026889,-0.002163,0.007002,-0.027178,-0.002728,0.703994,-0.003410,0.002507,0.710193,-0.728800,0.004368,-0.022170,-0.001541,0.000000,-1.500000,-3.000000,0.000000
287.682988,-1.515553,0.042237,-3.004156,0.025503,-0.047249,-0.015938,0.001912,0.000090,-9.814719,0.004435,-0.025886,-0.002106,0.004467,-0.025993,-0.002699,0.704021,-0.003141,0.002330,0.710169,-0.728751,0.004327,-0.021800,-0.001531,0.000000,-1.500000,-3.000000,0.000000
287.703008,-1.515260,0.041444,-3.004322,0.025886,-0.048642,-0.016128,0.007240,0.005895,-9.820091,0.004437,-0.025829,-0.001649,0.004802,-0.026420,-0.001816,0.704038,-0.002969,0.002207,0.710152,-0.728682,0.004561,-0.021255,-0.001517,0.000000,-1.500000,-3.000000,0.000000
287.723011,-1.514810,0.040229,-3.004631,0.026202,-0.050609,-0.016409,0.002886,0.010616,-9.803846,0.005745,-0.024387,-0.000162,0.005621,-0.024328,-0.000655,0.704059,-0.002705,0.002041,0.710133,-0.728618,0.004717,-0.020821,-0.001508,0.000000,-1.500000,-3.000000,0.000000
287.743010,-1.514506,0.039405,-3.004873,0.026390,-0.051884,-0.016550,0.005063,0.000614,-9.812810,0.005802,-0.023668,-0.002400,0.005676,-0.023356,-0.002059,0.704077,-0.002534,0.001940,0.710117,-0.728528,0.004669,-0.020398,-0.001498,0.000000,-1.500000,-3.000000,0.000000
287.762986,-1.514030,0.038139,-3.005242,0.026719,-0.053650,-0.016624,0.003328,0.004133,-9.806638,0.005318,-0.023098,-0.002198,0.005726,-0.023685,-0.002608,0.704099,-0.002291,0.001783,0.710096,-0.728461,0.004693,-0.020133,-0.001489,0.000000,-1.500000,-3.000000,0.000000
287.782991,-1.513710,0.037267,-3.005506,0.026897,-0.054796,-0.016635,0.000099,0.004873,-9.806273,0.005001,-0.023714,-0.002000,0.005154,-0.024209,-0.002418,0.704115,-0.002126,0.001677,0.710081,-0.728376,0.004834,-0.019740,-0.001477,0.000000,-1.500000,-3.000000,0.000000
287.803009,-1.513214,0.035922,-3.005919,0.027152,-0.056477,-0.016725,-0.005930,-0.000123,-9.802976,0.006051,-0.024627,-0.002361,0.005496,-0.025154,-0.002539,0.704140,-0.001869,0.001525,0.710057,-0.728285,0.004830,-0.019355,-0.001464,0.000000,-1.500000,-3.000000,0.000000
287.823011,-1.512872,0.034997,-3.006196,0.027314,-0.057488,-0.016715,0.008612,0.006991,-9.804481,0.006327,-0.023897,-0.001400,0.006454,-0.024077,-0.001759,0.704155,-0.001697,0.001426,0.710043,-0.728226,0.004831,-0.019068,-0.001455,0.000000,-1.500000,-3.000000,0.000000
287.843010,-1.512518,0.034059,-3.006479,0.027499,-0.058482,-0.016713,0.002115,0.003532,-9.793119,0.005724,-0.022839,-0.001592,0.007832,-0.024575,-0.001519,0.704168,-0.001534,0.001327,0.710031,-0.728164,0.004825,-0.018744,-0.001448,0.000000,-1.500000,-3.000000,0.000000
