time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,ang_vel_x,ang_vel_y,ang_vel_z,ang_acc_x,ang_acc_y,ang_acc_z,q_w,q_x,q_y,q_z,cmd_thrust,cmd_roll_rate,cmd_pitch_rate,cmd_yaw_rate,x_ref,y_ref,z_ref,yaw_ref
0.000000,-0.002241,0.014786,-2.010314,-0.027854,-0.017448,-0.016872,-0.001832,-0.007303,-9.771368,-0.010976,0.002697,-0.002883,-0.010444,0.004050,-0.002228,0.701460,-0.000995,-0.000435,0.712708,-0.727283,-0.009734,0.002186,-0.002916,0.000000,0.000000,-2.000000,0.000000
0.020000,-0.003256,0.014686,-2.010936,-0.027400,-0.017404,-0.016496,0.007853,-0.007210,-9.782810,-0.010415,0.002917,-0.002736,-0.009959,0.003062,-0.002307,0.701471,-0.001108,-0.000496,0.712697,-0.727219,-0.009496,0.001870,-0.002910,0.000000,0.000000,-2.000000,0.000000
0.040024,-0.003921,0.014597,-2.011338,-0.027059,-0.017481,-0.016140,0.010854,-0.004060,-9.772833,-0.010817,0.001857,-0.002268,-0.010990,0.001251,-0.002448,0.701475,-0.001179,-0.000544,0.712693,-0.727130,-0.009087,0.001409,-0.002906,0.000000,0.000000,-2.000000,0.000000
0.059999,-0.004901,0.014433,-2.011920,-0.026578,-0.017425,-0.015628,0.004440,0.000185,-9.777800,-0.010715,0.002153,-0.002562,-0.010178,0.002732,-0.002571,0.701487,-0.001286,-0.000622,0.712681,-0.727081,-0.008748,0.001157,-0.002902,0.000000,0.000000,-2.000000,0.000000
0.080003,-0.005556,0.014286,-2.012287,-0.026288,-0.017426,-0.015255,0.007691,-0.001618,-9.771782,-0.011730,0.001272,-0.003969,-0.010922,0.002469,-0.003307,0.701496,-0.001359,-0.000679,0.712672,-0.727007,-0.008177,0.000702,-0.002896,0.000000,0.000000,-2.000000,0.000000
0.100003,-0.006197,0.014135,-2.012644,-0.025928,-0.017498,-0.014829,0.002681,-0.001990,-9.774266,-0.010533,0.001151,-0.002765,-0.010929,0.000394,-0.002546,0.701503,-0.001427,-0.000729,0.712665,-0.726970,-0.007815,0.000377,-0.002891,0.000000,0.000000,-2.000000,0.000000
0.120000,-0.007183,0.013849,-2.013129,-0.025416,-0.017698,-0.014209,0.002342,-0.001786,-9.782550,-0.011541,0.000777,-0.003348,-0.011751,0.000438,-0.002092,0.701510,-0.001526,-0.000814,0.712657,-0.726923,-0.007281,-0.000180,-0.002888,0.000000,0.000000,-2.000000,0.000000
0.140000,-0.008140,0.013528,-2.013613,-0.024732,-0.017976,-0.013616,0.003964,-0.008983,-9.771518,-0.011024,-0.000015,-0.003000,-0.010611,-0.000007,-0.003742,0.701517,-0.001630,-0.000906,0.712650,-0.726877,-0.006556,-0.000833,-0.002883,0.000000,0.000000,-2.000000,0.000000
0.160018,-0.008766,0.013281,-2.013913,-0.024157,-0.018148,-0.013121,-0.002325,-0.001345,-9.764250,-0.011825,0.000016,-0.003530,-0.010434,-0.000593,-0.003532,0.701524,-0.001691,-0.000971,0.712643,-0.726853,-0.006043,-0.001208,-0.002880,0.000000,0.000000,-2.000000,0.000000
0.180027,-0.009682,0.012837,-2.014301,-0.023393,-0.018491,-0.012274,-0.003250,0.000177,-9.759389,-0.010987,-0.002834,-0.002222,-0.011251,-0.002474,-0.001514,0.701528,-0.001768,-0.001074,0.712639,-0.726837,-0.005481,-0.001633,-0.002876,0.000000,0.000000,-2.000000,0.000000
0.200024,-0.010272,0.012516,-2.014547,-0.022796,-0.018656,-0.011805,0.007429,-0.000580,-9.769930,-0.009853,-0.001419,-0.002647,-0.009468,-0.000704,-0.002281,0.701531,-0.001816,-0.001136,0.712636,-0.726837,-0.004684,-0.002187,-0.002874,0.000000,0.000000,-2.000000,0.000000
0.220027,-0.011131,0.011960,-2.014881,-0.021911,-0.018951,-0.010960,0.005773,-0.006810,-9.753073,-0.007453,-0.002188,-0.002091,-0.007283,-0.002358,-0.001825,0.701533,-0.001877,-0.001220,0.712633,-0.726831,-0.004173,-0.002642,-0.002873,0.000000,0.000000,-2.000000,0.000000
0.240031,-0.011670,0.011573,-2.015082,-0.021223,-0.019260,-0.010438,-0.000622,0.000034,-9.765234,-0.008145,-0.002779,-0.002881,-0.006713,-0.003246,-0.002416,0.701536,-0.001903,-0.001282,0.712631,-0.726840,-0.003546,-0.003247,-0.002872,0.000000,0.000000,-2.000000,0.000000
0.259988,-0.012182,0.011170,-2.015279,-0.020542,-0.019467,-0.009957,-0.000892,-0.000516,-9.780539,-0.005832,-0.003896,-0.003290,-0.006585,-0.003586,-0.002214,0.701539,-0.001918,-0.001336,0.712627,-0.726848,-0.003148,-0.003653,-0.002871,0.000000,0.000000,-2.000000,0.000000
0.279982,-0.012925,0.010522,-2.015553,-0.019591,-0.019984,-0.009244,0.004783,-0.005784,-9.767714,-0.006473,-0.003738,-0.002869,-0.005830,-0.003776,-0.003798,0.701547,-0.001943,-0.001419,0.712619,-0.726846,-0.002614,-0.004224,-0.002866,0.000000,0.000000,-2.000000,0.000000
0.300025,-0.013635,0.009834,-2.015788,-0.018497,-0.020281,-0.008551,0.000196,-0.001889,-9.774506,-0.006408,-0.004899,-0.002620,-0.005754,-0.004439,-0.002530,0.701554,-0.001957,-0.001506,0.712612,-0.726859,-0.002273,-0.004633,-0.002862,0.000000,0.000000,-2.000000,0.000000
0.320005,-0.014090,0.009350,-2.015923,-0.017769,-0.020473,-0.008003,-0.000527,0.004306,-9.767937,-0.006408,-0.004469,-0.002005,-0.006349,-0.004722,-0.002234,0.701556,-0.001969,-0.001565,0.712610,-0.726875,-0.001598,-0.005146,-0.002860,0.000000,0.000000,-2.000000,0.000000
0.340043,-0.014720,0.008610,-2.016110,-0.016714,-0.020886,-0.007120,-0.006053,-0.005647,-9.761177,-0.005084,-0.005429,-0.003799,-0.004920,-0.005814,-0.003694,0.701565,-0.001973,-0.001651,0.712601,-0.726911,-0.001027,-0.005611,-0.002855,0.000000,0.000000,-2.000000,0.000000
0.360006,-0.015112,0.008115,-2.016223,-0.015964,-0.020977,-0.006571,0.014126,0.001533,-9.765748,-0.004843,-0.007017,-0.002412,-0.004944,-0.007057,-0.002837,0.701569,-0.001966,-0.001715,0.712597,-0.726938,-0.000501,-0.005926,-0.002854,0.000000,0.000000,-2.000000,0.000000
0.380038,-0.015657,0.007377,-2.016361,-0.014861,-0.021158,-0.005681,0.007264,0.004379,-9.763836,-0.004347,-0.005966,-0.003100,-0.004218,-0.005850,-0.003110,0.701585,-0.001957,-0.001797,0.712581,-0.726966,-0.000077,-0.006034,-0.002850,0.000000,0.000000,-2.000000,0.000000
0.400027,-0.015997,0.006889,-2.016443,-0.013951,-0.021373,-0.005168,0.002328,-0.001924,-9.770225,-0.002545,-0.005534,-0.003055,-0.002870,-0.006950,-0.003098,0.701597,-0.001941,-0.001841,0.712569,-0.727015,0.000486,-0.006366,-0.002841,0.000000,0.000000,-2.000000,0.000000
0.420003,-0.016469,0.006173,-2.016536,-0.012607,-0.021493,-0.004476,0.006034,0.000740,-9.776023,-0.003182,-0.006326,-0.002728,-0.002789,-0.006660,-0.001877,0.701613,-0.001916,-0.001920,0.712554,-0.727045,0.000908,-0.006544,-0.002835,0.000000,0.000000,-2.000000,0.000000
0.440004,-0.016752,0.005708,-2.016614,-0.011778,-0.021639,-0.004065,0.001573,0.004109,-9.776285,-0.000422,-0.005949,-0.002911,-0.000857,-0.005326,-0.002444,0.701625,-0.001889,-0.001959,0.712541,-0.727087,0.001572,-0.006717,-0.002827,0.000000,0.000000,-2.000000,0.000000
0.460005,-0.017130,0.005026,-2.016751,-0.010468,-0.021783,-0.003381,0.004457,-0.008867,-9.768385,-0.000988,-0.006610,-0.002752,-0.000818,-0.006511,-0.002582,0.701648,-0.001851,-0.002016,0.712518,-0.727099,0.001830,-0.006902,-0.002819,0.000000,0.000000,-2.000000,0.000000
0.480006,-0.017320,0.004579,-2.016834,-0.009564,-0.021777,-0.002831,0.006481,-0.009554,-9.775131,-0.001501,-0.007092,-0.003040,-0.001478,-0.006718,-0.002167,0.701663,-0.001822,-0.002062,0.712503,-0.727142,0.002464,-0.006974,-0.002807,0.000000,0.000000,-2.000000,0.000000
0.500004,-0.017560,0.003927,-2.016948,-0.008125,-0.021800,-0.002109,0.006069,-0.002846,-9.769651,-0.001331,-0.004881,-0.002780,-0.001151,-0.004776,-0.002468,0.701688,-0.001785,-0.002123,0.712479,-0.727167,0.003027,-0.006935,-0.002799,0.000000,0.000000,-2.000000,0.000000
0.520030,-0.017683,0.003510,-2.017016,-0.007274,-0.021802,-0.001661,0.003281,0.005368,-9.773154,0.001118,-0.005533,-0.002296,0.001682,-0.005131,-0.002126,0.701704,-0.001752,-0.002154,0.712463,-0.727203,0.003792,-0.006942,-0.002785,0.000000,0.000000,-2.000000,0.000000
0.540030,-0.017790,0.002909,-2.017102,-0.005956,-0.021648,-0.000910,0.003835,0.006775,-9.768033,0.002432,-0.007030,-0.002719,0.002240,-0.006816,-0.002604,0.701733,-0.001683,-0.002198,0.712435,-0.727251,0.004342,-0.006839,-0.002770,0.000000,0.000000,-2.000000,0.000000
0.560008,-0.017827,0.002519,-2.017151,-0.005046,-0.021497,-0.000404,0.000691,-0.005933,-9.780693,0.002738,-0.006474,-0.002369,0.003110,-0.006558,-0.001873,0.701753,-0.001635,-0.002222,0.712415,-0.727287,0.004668,-0.006645,-0.002758,0.000000,0.000000,-2.000000,0.000000
0.580008,-0.017812,0.001939,-2.017211,-0.003654,-0.021353,0.000227,-0.007666,-0.002146,-9.774264,0.003962,-0.005769,-0.002371,0.003498,-0.006060,-0.002460,0.701785,-0.001558,-0.002243,0.712383,-0.727314,0.005071,-0.006466,-0.002749,0.000000,0.000000,-2.000000,0.000000
0.600006,-0.017770,0.001569,-2.017227,-0.002589,-0.021208,0.000675,0.000585,0.002259,-9.772785,0.004467,-0.006821,-0.002079,0.003563,-0.007524,-0.002352,0.701808,-0.001498,-0.002256,0.712361,-0.727361,0.005481,-0.006312,-0.002728,0.000000,0.000000,-2.000000,0.000000
0.620064,-0.017700,0.001216,-2.017225,-0.001726,-0.020976,0.001131,0.000158,-0.010312,-9.772860,0.005377,-0.006875,-0.001671,0.005902,-0.005997,-0.002530,0.701829,-0.001433,-0.002271,0.712340,-0.727400,0.005891,-0.005988,-0.002717,0.000000,0.000000,-2.000000,0.000000
0.640032,-0.017534,0.000728,-2.017195,-0.000188,-0.020623,0.001836,0.001790,0.001943,-9.773146,0.006563,-0.006855,-0.002694,0.007190,-0.005765,-0.001336,0.701863,-0.001327,-0.002275,0.712307,-0.727460,0.006278,-0.005494,-0.002701,0.000000,0.000000,-2.000000,0.000000
0.660009,-0.017325,0.000265,-2.017143,0.001125,-0.020227,0.002556,-0.007657,-0.001338,-9.774298,0.008571,-0.005572,-0.002449,0.008228,-0.006178,-0.002515,0.701904,-0.001217,-0.002261,0.712267,-0.727510,0.006500,-0.005095,-0.002688,0.000000,0.000000,-2.000000,0.000000
0.680033,-0.017163,-0.000032,-2.017123,0.002069,-0.019993,0.002979,0.002752,0.008723,-9.775881,0.007085,-0.005271,-0.002452,0.007883,-0.006171,-0.003169,0.701931,-0.001143,-0.002252,0.712240,-0.727578,0.006618,-0.004703,-0.002665,0.000000,0.000000,-2.000000,0.000000
0.700040,-0.016896,-0.000456,-2.017100,0.003410,-0.019557,0.003602,0.003571,-0.004377,-9.773537,0.007015,-0.005728,-0.002614,0.007022,-0.005680,-0.002737,0.701973,-0.001033,-0.002237,0.712200,-0.727635,0.006827,-0.004198,-0.002643,0.000000,0.000000,-1.650000,0.000000
0.720032,-0.016697,-0.000714,-2.017086,0.004283,-0.019237,0.003978,0.004209,-0.004234,-9.668682,0.008874,-0.004978,-0.003507,0.009300,-0.003833,-0.003025,0.702007,-0.000953,-0.002217,0.712166,-0.656500,0.006278,-0.003883,-0.002626,0.000002,0.000000,-1.650000,0.000000
0.740005,-0.016390,-0.001065,-2.016970,0.005312,-0.018782,0.017401,0.003033,0.001006,-8.901496,0.009994,-0.002748,-0.004173,0.010735,-0.002380,-0.004541,0.702057,-0.000848,-0.002166,0.712117,-0.656678,0.006311,-0.003687,-0.002608,0.000007,0.000000,-1.650002,0.000002
0.760009,-0.016180,-0.001285,-2.016630,0.005926,-0.018440,0.034764,0.001312,0.000641,-8.582656,0.011394,-0.002256,-0.003068,0.010855,-0.002562,-0.003475,0.702094,-0.000775,-0.002123,0.712081,-0.658388,0.005913,-0.003305,-0.002580,0.000019,0.000000,-1.650005,0.000004
0.780008,-0.015960,-0.001491,-2.015965,0.006545,-0.018109,0.055139,0.003419,-0.011259,-8.448112,0.009615,-0.002549,-0.003118,0.009629,-0.002278,-0.002335,0.702128,-0.000705,-0.002081,0.712048,-0.660107,0.005456,-0.003208,-0.002563,0.000040,0.000000,-1.650009,0.000009
0.800033,-0.015627,-0.001797,-2.014308,0.007528,-0.017628,0.088040,0.003110,-0.005982,-8.410217,0.009242,-0.003380,-0.003281,0.009272,-0.003950,-0.002882,0.702184,-0.000600,-0.002030,0.711992,-0.663116,0.005007,-0.002744,-0.002535,0.000071,0.000000,-1.650017,0.000017
0.820013,-0.015407,-0.002004,-2.012739,0.008041,-0.017300,0.110351,0.006301,-0.003856,-8.416529,0.009079,-0.003262,-0.002797,0.007708,-0.002856,-0.002549,0.702219,-0.000529,-0.001999,0.711958,-0.665281,0.004649,-0.002549,-0.002517,0.000116,0.000000,-1.650027,0.000027
0.840007,-0.015095,-0.002327,-2.009659,0.008762,-0.016810,0.143110,-0.005109,-0.005874,-8.468418,0.007277,-0.002932,-0.002413,0.007451,-0.003128,-0.002903,0.702270,-0.000438,-0.001960,0.711908,-0.668645,0.004150,-0.002423,-0.002493,0.000177,0.000000,-1.650041,0.000041
0.860007,-0.014795,-0.002659,-2.005762,0.009400,-0.016492,0.174779,0.000276,0.005114,-8.514828,0.007303,-0.002164,-0.003359,0.007465,-0.001788,-0.003916,0.702327,-0.000356,-0.001914,0.711852,-0.670930,0.003889,-0.002516,-0.002478,0.000255,0.000000,-1.650059,0.000059
0.880036,-0.014600,-0.002885,-2.002703,0.009817,-0.016133,0.194971,0.003306,-0.002465,-8.568891,0.006301,-0.002344,-0.003646,0.007693,-0.002502,-0.002543,0.702372,-0.000306,-0.001890,0.711807,-0.674415,0.003417,-0.002474,-0.002447,0.000353,0.000000,-1.650082,0.000082
0.900042,-0.014325,-0.003246,-1.997417,0.010388,-0.015702,0.223809,0.001586,-0.000796,-8.630116,0.007656,-0.002048,-0.003448,0.007278,-0.001651,-0.003311,0.702436,-0.000218,-0.001848,0.711744,-0.676745,0.003177,-0.002660,-0.002430,0.000473,0.000000,-1.650110,0.000110
0.920007,-0.014145,-0.003492,-1.993498,0.010716,-0.015427,0.242202,-0.002098,0.003474,-8.701410,0.005494,-0.002279,-0.001995,0.006287,-0.002811,-0.002713,0.702470,-0.000170,-0.001828,0.711711,-0.680268,0.002703,-0.002879,-0.002404,0.000617,0.000000,-1.650144,0.000144
0.940034,-0.013887,-0.003883,-1.987017,0.011021,-0.015054,0.268182,-0.002383,0.009720,-8.749725,0.006049,-0.003146,-0.002791,0.006091,-0.003440,-0.002613,0.702532,-0.000092,-0.001800,0.711650,-0.682603,0.002444,-0.003618,-0.002396,0.000787,0.000000,-1.650184,0.000183
0.960020,-0.013718,-0.004147,-1.982340,0.011248,-0.014839,0.284596,-0.003142,-0.001308,-8.810786,0.006739,-0.002810,-0.003549,0.006219,-0.002769,-0.002863,0.702575,-0.000040,-0.001778,0.711607,-0.686129,0.001986,-0.003747,-0.002367,0.000986,0.000000,-1.650230,0.000229
0.980008,-0.013546,-0.004445,-1.977338,0.011546,-0.014599,0.300225,0.002436,-0.003114,-8.888993,0.005525,-0.002699,-0.002275,0.005753,-0.001838,-0.002556,0.702614,0.000010,-0.001759,0.711569,-0.688464,0.001669,-0.004787,-0.002360,0.001214,0.000000,-1.650283,0.000282
1.000033,-0.013290,-0.004908,-1.969392,0.011793,-0.014131,0.322098,0.007952,0.005236,-8.933321,0.006223,-0.004415,-0.002944,0.005787,-0.004576,-0.003562,0.702674,0.000089,-0.001734,0.711510,-0.691931,0.001331,-0.005487,-0.002341,0.001474,0.000000,-1.650344,0.000343
1.020047,-0.013043,-0.005414,-1.960874,0.012072,-0.013786,0.342692,0.000664,0.003542,-8.988941,0.004940,-0.003509,-0.003142,0.004231,-0.003444,-0.003011,0.702741,0.000168,-0.001707,0.711444,-0.694253,0.000938,-0.005793,-0.002323,0.001767,0.000000,-1.650412,0.000411
1.040009,-0.012896,-0.005772,-1.954883,0.012250,-0.013530,0.355376,-0.000235,0.000772,-9.060044,0.004996,-0.004943,-0.002780,0.003977,-0.006433,-0.001785,0.702783,0.000220,-0.001702,0.711403,-0.697711,0.000596,-0.007303,-0.002312,0.002096,0.000000,-1.650489,0.000488
1.060015,-0.012695,-0.006308,-1.945561,0.012494,-0.013045,0.372629,0.004132,0.005464,-9.127871,0.004114,-0.006018,-0.003278,0.003952,-0.006095,-0.002796,0.702841,0.000309,-0.001713,0.711345,-0.699978,0.000361,-0.007624,-0.002299,0.002463,0.000000,-1.650575,0.000573
1.080014,-0.012591,-0.006673,-1.939109,0.012575,-0.012820,0.383276,0.004476,-0.000084,-9.175816,0.003385,-0.005357,-0.002299,0.004107,-0.004701,-0.002730,0.702880,0.000362,-0.001723,0.711307,-0.703317,0.000062,-0.008964,-0.002295,0.002868,0.000000,-1.650669,0.000667
1.100010,-0.012447,-0.007219,-1.929112,0.012635,-0.012314,0.397983,0.004753,0.002809,-9.221405,0.003976,-0.006337,-0.003486,0.003897,-0.006332,-0.003171,0.702941,0.000450,-0.001727,0.711246,-0.706607,-0.000369,-0.009948,-0.002284,0.003314,0.000000,-1.650773,0.000771
1.120035,-0.012353,-0.007573,-1.922268,0.012738,-0.011987,0.406666,0.003983,0.002233,-9.308926,0.001516,-0.009124,-0.002788,0.001748,-0.008716,-0.002528,0.702979,0.000511,-0.001761,0.711209,-0.708768,-0.000565,-0.010274,-0.002274,0.003802,0.000000,-1.650887,0.000885
1.140036,-0.012198,-0.008146,-1.911721,0.012738,-0.011583,0.418112,-0.005198,0.003989,-9.364483,0.001183,-0.009815,-0.002623,0.001383,-0.010013,-0.002703,0.703035,0.000605,-0.001819,0.711153,-0.710879,-0.000639,-0.011924,-0.002290,0.004334,0.000000,-1.651011,0.001009
1.160037,-0.012091,-0.008528,-1.904586,0.012823,-0.011290,0.425077,-0.002715,-0.007391,-9.406662,0.000212,-0.010460,-0.002376,0.001863,-0.010244,-0.002739,0.703071,0.000669,-0.001866,0.711117,-0.713973,-0.000741,-0.011966,-0.002273,0.004912,0.000000,-1.651146,0.001143
1.180015,-0.011921,-0.009097,-1.893747,0.013031,-0.010706,0.434044,0.002491,-0.003811,-9.468431,0.001801,-0.011150,-0.002166,0.002062,-0.011356,-0.001636,0.703121,0.000777,-0.001933,0.711067,-0.715996,-0.000690,-0.013798,-0.002297,0.005537,0.000000,-1.651292,0.001288
1.200009,-0.011805,-0.009468,-1.886419,0.013177,-0.010331,0.439180,0.001302,0.001957,-9.512842,0.000642,-0.011769,-0.002475,-0.001381,-0.012295,-0.002160,0.703155,0.000849,-0.001987,0.711034,-0.718929,-0.000664,-0.014490,-0.002302,0.006210,0.000000,-1.651449,0.001445
1.220037,-0.011630,-0.010010,-1.875300,0.013182,-0.009640,0.445591,0.000909,0.000894,-9.586393,0.001704,-0.014993,-0.001895,0.001539,-0.014606,-0.001178,0.703206,0.000973,-0.002094,0.710983,-0.720843,-0.000489,-0.014596,-0.002300,0.006933,0.000000,-1.651618,0.001613
1.240047,-0.011530,-0.010371,-1.867806,0.013316,-0.009119,0.449034,-0.001158,-0.001680,-9.624022,0.000941,-0.012831,-0.002318,-0.000008,-0.014171,-0.002966,0.703236,0.001054,-0.002160,0.710952,-0.723626,-0.000458,-0.015816,-0.002328,0.007707,0.000000,-1.651798,0.001794
1.260023,-0.011374,-0.010893,-1.856505,0.013415,-0.008370,0.452912,0.000295,-0.002468,-9.669595,0.000081,-0.015107,-0.002093,-0.000476,-0.015043,-0.002227,0.703285,0.001182,-0.002279,0.710904,-0.725430,-0.000341,-0.016814,-0.002349,0.008534,0.000000,-1.651991,0.001986
1.280016,-0.011267,-0.011235,-1.848959,0.013510,-0.007815,0.454768,0.004858,0.000744,-9.720957,-0.000241,-0.014609,-0.002011,-0.000876,-0.015682,-0.003052,0.703315,0.001261,-0.002363,0.710874,-0.728028,-0.000090,-0.016146,-0.002344,0.009416,0.000000,-1.652197,0.002191
1.300051,-0.011096,-0.011747,-1.837648,0.013655,-0.006914,0.456271,0.000039,0.001493,-9.774443,0.000821,-0.017299,-0.003215,0.000297,-0.017287,-0.002970,0.703365,0.001402,-0.002494,0.710823,-0.730512,0.000237,-0.016310,-0.002360,0.010352,0.000000,-1.652416,0.002409
1.320036,-0.010977,-0.012076,-1.830109,0.013678,-0.006236,0.456651,-0.003159,0.003372,-9.810459,0.001072,-0.015784,-0.002305,0.000271,-0.015409,-0.001688,0.703397,0.001496,-0.002571,0.710791,-0.732113,0.000319,-0.017305,-0.002388,0.011345,0.000000,-1.652647,0.002640
1.340038,-0.010768,-0.012548,-1.818821,0.013853,-0.005209,0.456065,-0.002940,0.009483,-9.858591,0.000459,-0.017789,-0.002594,0.000574,-0.018266,-0.002435,0.703441,0.001642,-0.002704,0.710747,-0.733686,0.000450,-0.019457,-0.002445,0.012396,0.000000,-1.652892,0.002885
1.360017,-0.010605,-0.012836,-1.811339,0.014020,-0.004382,0.454878,0.001873,0.003482,-9.902815,0.001448,-0.018456,-0.002493,0.000910,-0.018188,-0.002706,0.703470,0.001754,-0.002800,0.710717,-0.735898,0.000767,-0.018290,-0.002447,0.013506,0.000000,-1.653151,0.003143
1.380012,-0.010420,-0.013101,-1.803895,0.014156,-0.003558,0.453105,-0.000968,0.003049,-9.938868,-0.000286,-0.019189,-0.003400,0.001826,-0.018582,-0.003637,0.703504,0.001860,-0.002904,0.710683,-0.737330,0.001048,-0.020301,-0.002511,0.014676,0.000000,-1.653425,0.003415
1.400042,-0.010102,-0.013457,-1.792834,0.014382,-0.002268,0.449457,-0.003456,0.001380,-9.975680,0.003279,-0.018860,-0.002338,0.001570,-0.019157,-0.002591,0.703550,0.002037,-0.003035,0.710636,-0.739325,0.001464,-0.018891,-0.002514,0.015908,0.000000,-1.653712,0.003702
1.420040,-0.009875,-0.013668,-1.785530,0.014654,-0.001328,0.446555,0.001401,-0.000616,-10.012439,0.001224,-0.020378,-0.002462,0.000714,-0.019894,-0.001733,0.703582,0.002155,-0.003138,0.710604,-0.740628,0.001680,-0.021031,-0.002588,0.017201,0.000000,-1.654014,0.004003
1.440046,-0.009495,-0.013942,-1.774730,0.014996,0.000152,0.441141,-0.002124,0.005287,-10.053139,0.000183,-0.020610,-0.002831,0.000402,-0.020725,-0.002889,0.703629,0.002329,-0.003303,0.710556,-0.742453,0.002374,-0.020663,-0.002628,0.018559,0.000000,-1.654330,0.004319
1.460014,-0.009097,-0.014165,-1.764109,0.015342,0.001932,0.434781,-0.002752,-0.003151,-10.085680,0.002115,-0.021432,-0.002943,0.002352,-0.021184,-0.002868,0.703679,0.002521,-0.003469,0.710505,-0.744131,0.003041,-0.018547,-0.002635,0.019980,0.000000,-1.654662,0.004650
1.480013,-0.008814,-0.014289,-1.757154,0.015570,0.003174,0.430016,-0.008106,-0.005505,-10.120785,0.001768,-0.020983,-0.001980,0.001823,-0.019244,-0.001778,0.703706,0.002647,-0.003579,0.710478,-0.745229,0.003472,-0.020599,-0.002723,0.021467,0.000000,-1.655009,0.004996
1.500047,-0.008516,-0.014387,-1.750306,0.015756,0.004398,0.424705,-0.002623,0.009103,-10.152248,0.002420,-0.018700,-0.002028,0.001889,-0.019695,-0.001842,0.703737,0.002765,-0.003674,0.710445,-0.746227,0.003938,-0.019703,-0.002745,0.023020,0.000000,-1.655371,0.005357
1.520017,-0.008049,-0.014482,-1.740273,0.016114,0.006466,0.416057,0.004225,-0.000929,-10.178007,0.002370,-0.020458,-0.002756,0.002467,-0.020283,-0.003220,0.703788,0.002950,-0.003829,0.710394,-0.747618,0.004566,-0.019072,-0.002794,0.024640,0.000000,-1.655749,0.005734
1.540040,-0.007561,-0.014538,-1.730559,0.016471,0.008631,0.406542,-0.000234,0.008309,-10.215347,0.004031,-0.018645,-0.002137,0.004028,-0.019146,-0.002134,0.703837,0.003141,-0.003969,0.710344,-0.748513,0.004992,-0.021328,-0.002894,0.026329,0.000000,-1.656143,0.006127
1.560193,-0.007236,-0.014547,-1.724225,0.016625,0.010080,0.399781,-0.003957,0.009651,-10.232895,0.004673,-0.018983,-0.003194,0.004636,-0.020380,-0.003254,0.703873,0.003273,-0.004057,0.710307,-0.749674,0.005494,-0.018964,-0.002911,0.028086,0.000000,-1.656553,0.006536
1.580019,-0.006746,-0.014514,-1.714948,0.016926,0.012469,0.389153,-0.001362,0.002388,-10.254601,0.005973,-0.020485,-0.003211,0.006192,-0.020561,-0.003397,0.703934,0.003490,-0.004189,0.710245,-0.750444,0.005716,-0.021419,-0.003017,0.029913,0.000000,-1.656980,0.006961
1.600014,-0.006409,-0.014503,-1.708956,0.017098,0.014092,0.381592,0.006487,0.001187,-10.282445,0.004871,-0.019263,-0.001446,0.004897,-0.018989,-0.002149,0.703971,0.003633,-0.004272,0.710207,-0.751413,0.005940,-0.018673,-0.003029,0.031811,0.000000,-1.657422,0.007403
1.620017,-0.006072,-0.014456,-1.703078,0.017303,0.015794,0.373817,-0.005912,-0.003655,-10.297462,0.004649,-0.019811,-0.002922,0.005462,-0.021666,-0.002462,0.704008,0.003769,-0.004356,0.710169,-0.752028,0.006135,-0.019395,-0.003102,0.033779,0.000000,-1.657882,0.007861
1.640041,-0.005568,-0.014394,-1.694564,0.017550,0.018252,0.361654,-0.001818,0.008009,-10.313996,0.005457,-0.020788,-0.001980,0.005269,-0.020257,-0.001586,0.704072,0.003989,-0.004488,0.710103,-0.752867,0.006424,-0.020545,-0.003211,0.035820,0.000000,-1.658358,0.008336
1.660021,-0.005067,-0.014281,-1.686371,0.017734,0.020950,0.349059,0.000476,0.009337,-10.325008,0.005978,-0.022205,-0.001575,0.006425,-0.022226,-0.001034,0.704134,0.004217,-0.004618,0.710039,-0.753336,0.006547,-0.019298,-0.003238,0.037933,0.000000,-1.658851,0.008827
1.680017,-0.004733,-0.014166,-1.681082,0.017811,0.022893,0.340365,0.001178,-0.010547,-10.347876,0.007223,-0.021711,-0.003124,0.006629,-0.021462,-0.002263,0.704178,0.004377,-0.004702,0.709995,-0.754002,0.006557,-0.020228,-0.003356,0.040119,0.000000,-1.659361,0.009336
1.700016,-0.004229,-0.014019,-1.673518,0.018094,0.025704,0.326884,-0.010081,-0.006873,-10.359029,0.005850,-0.019173,-0.002911,0.006248,-0.018823,-0.002634,0.704254,0.004599,-0.004820,0.709917,-0.754353,0.006597,-0.018815,-0.003385,0.042379,0.000000,-1.659888,0.009862
1.720044,-0.003890,-0.013866,-1.668654,0.018207,0.027685,0.317780,-0.008339,0.004645,-10.363918,0.005991,-0.018986,-0.002629,0.006108,-0.019724,-0.002450,0.704305,0.004738,-0.004892,0.709865,-0.754831,0.006713,-0.020176,-0.003504,0.044713,0.000000,-1.660433,0.010405
1.740042,-0.003324,-0.013632,-1.661656,0.018327,0.030570,0.303923,0.000767,0.005350,-10.375172,0.007146,-0.018964,-0.003230,0.007469,-0.018803,-0.003404,0.704384,0.004948,-0.004996,0.709785,-0.755073,0.006783,-0.018976,-0.003533,0.047123,0.000000,-1.660995,0.010966
